SitRecID,Country,ISO3,NatName,IntName,SitLat,SitLong,SitArea,IbaStatus,AzeStatus,AddedDate,ChangeDate,Source,DelTxt,DelGeom,Shape_Leng,Shape_Area,KBA_Qual,ID,OBJECTID_1,EEZ,Country_2,Sovereign,Remarks,Sov_ID,EEZ_ID,ISO_3digit,MRGID,Date_chang,Area_m2,Longitude,Latitude,area_meters_KBA
"6453",Comoros,COM,Mont Mlédjélé (Hauts de Mwali),Mont Mlédjélé (Mwali highlands),-12.30115896550,43.70275318400,"6268",confirmed,confirmed,2016/03/17,,http://datazone.birdlife.org/site/factsheet/6453,Same as IBA,3. draft polygon,0.38375218451,0.00520891786,Global,"28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,62682986.203
"6454",Comoros,COM,Ndzuani highlands,Ndzuani highlands,-12.22502016260,44.44534282990,"8695",confirmed,confirmed,2008/12/08,,http://datazone.birdlife.org/site/factsheet/6454,Same as IBA,3. draft polygon,0.75614381239,0.00722308277,Global,"28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,86945467.608
"45478",Comoros,COM,Parc Marin de Mohéli,Mohéli Marine Park,-12.40469121500,43.73087944150,"43742",,,2020/10/22,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.66257572954,0.03636315017,Global/ Regional to be determined,"28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,437417469.451
"45321",Comoros,COM,Lac Dziani-Boudouni,Dziani-Boudouni Lake,-12.37874868420,43.84792103880,"20",,,2016/03/17,2020/10/22,"Guy Rafamantanantsoa, Biotope","Digitized form Google Earth by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.01838140800,0.00001698417,Global/ Regional to be determined,"28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,204324.838
"7072",Mayotte (to France),MYT,Mlima Combani and Mlima Mtsapéré,Mlima Combani and Mlima Mtsapéré,-12.78610110660,45.16652559060,"2986",confirmed,,2007/08/02,,IBA Directory,Scanned Mayotte map,3. draft polygon,0.25917904864,0.00248594863,Global,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,29860518.184
"45400",Mayotte (to France),MYT,Anse d'Hajangoua,Hajangoua Bay,-12.86203500970,45.20442705440,"62",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.09433635118,0.00005176718,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,621630.042
"45401",Mayotte (to France),MYT,Baie de Dzoumogné et de Longoni,Dzoumogné and Longoni Bay,-12.72890763130,45.13856049930,"135",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.11074744894,0.00011202609,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,1345922.306
"45402",Mayotte (to France),MYT,Cratères de Petite Terre,Petite Terre Craters,-12.78109137150,45.29083584460,"250",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.25235136991,0.00020810556,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,2499754.237
"29244",Mayotte (to France),MYT,Dziani Karihani,Lac de Karihani,-12.79640472770,45.12057866950,"4",,,2016/03/17,,"Direction de l'Equipement de Mayotte via Kellee Koenig, Conservation International",found lake in gov't report and digitized boundary using Imagery basemap in ArcGIS,3. draft polygon,0.00709720659,0.00000311601,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,37427.163
"45409",Mayotte (to France),MYT,Réserve Naturelle Nationale de l’îlot Bouzi,Bouzi Islet National Natural Reserve,-12.81123443560,45.23560363940,"143",,,2016/03/17,,,,3. draft polygon,0.06066647798,0.00011886628,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,1427649.946
"45410",Mayotte (to France),MYT,Vasière des Badamiers,Badamiers mudflats,-12.78227103430,45.26747571000,"105",,,2016/03/17,,,,3. draft polygon,0.04326943369,0.00008734241,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,1049148.097
"45403",Mayotte (to France),MYT,Ilot Karoni,Karoni Islet,-12.92004989500,45.14165708340,"16",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.01582373912,0.00001311553,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,157458.210
"45404",Mayotte (to France),MYT,Ilots de Dembeni,Dembeni Islets,-12.83786072310,45.24114927140,"8",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.03181348953,0.00000702676,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,84386.553
"45405",Mayotte (to France),MYT,Ilots de la Passe,La Passe Islets,-12.76790431960,45.25426685300,"7",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.02438223676,0.00000581604,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,69865.595
"45406",Mayotte (to France),MYT,Lagune d’Ambato-Mtsangamouli,Ambato-Mtsangamouli Lagoon,-12.76356663110,45.08318834080,"4",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.00863030112,0.00000371030,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,44570.945
"7074",Mayotte (to France),MYT,Mangroves de la Baie de Bouéni,Bouéni Bay Mangroves,-12.91680092680,45.14602959640,"249",confirmed,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.22487465865,0.00020769625,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,2493524.103
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,68368561789.667
"45408",Mayotte (to France),MYT,Pointes et Plages de Saziley et Charifou,Beaches and Capes of Saziley and Charifou,-12.98633392520,45.15519464320,"69",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.14827572945,0.00005723389,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,686941.995
"45484",Mayotte (to France),MYT,Réserve forestière de Majimbini ,Majimbini Forest Reserve,-12.76262838790,45.17591368410,"1311",,,2016/03/17,,"Gouvernement Francais, Sketch from Biotope",Georeferenced paper map and digitized,3. draft polygon,0.18072278416,0.00109160556,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,13113247.687
"45485",Mayotte (to France),MYT,Réserve forestière de Songoro Mbili ,Songoro Mbili Forest Reserve,-12.80951434170,45.16071342690,"700",,,2016/03/17,,"Gouvernement Francais, Sketch from Biotope",Georeferenced paper map and digitized,3. draft polygon,0.26227632361,0.00058279520,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,6999739.620
"7071",Mayotte (to France),MYT,Réserve forestière des crêtes du nord ,Crêtes du Nord Forest Reserve,-12.71497544490,45.07944192700,"728",confirmed,,2016/03/17,,"Gouvernement Francais, Sketch from Biotope",georeferenced paper map and digitized,3. draft polygon,0.20653681583,0.00060599982,Global,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,7281093.023
"7075",Mayotte (to France),MYT,Réserve forestière des crêtes du Sud ,Crêtes du Sud Forest Reserve,-12.94088408220,45.15667440500,"1745",confirmed,,2016/03/17,,"Gouvernement Francais, Sketch from Biotope",Georeferenced paper map and digitized,3. draft polygon,0.40951996467,0.00145332766,Global,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,17446472.123
"7073",Mayotte (to France),MYT,Réserve forestière du Mont Bénara ,Mount Bénara Forest Reserve,-12.87209680930,45.16489437180,"1536",confirmed,,2016/03/17,,"Gouvernement Francais, Sketch from Biotope",Georeferenced paper map and digitized,3. draft polygon,0.23470848702,0.00127914446,Global,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,15359608.322
"45411",Mayotte (to France),MYT,Zone de protection de N'Gouja,N'Gouja Protected Area,-12.95899701590,45.09397854090,"236",,,2016/03/17,,Google Earth / Gouvernement Francais,searched in Google earth and created polygon based on country limit,3. draft polygon,0.06978514882,0.00019653689,Global/ Regional to be determined,"29","21",Mayotte Exclusive Economic Zone,Mayotte,France,,"179","29",MYT,8335.000000000000000,,63222282200.000000000000000,45.323933129124001,45.323933129124001,2359160.101
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,"30","22",Glorioso Exclusive Economic Zone,Glorioso Islands,France,,"179","30",ATF,8336.000000000000000,,43582590830.000000000000000,47.081058423316001,47.081058423316001,68368561789.667
"6782",Seychelles,SYC,Praslin National Park and surrounding areas,Praslin National Park and surrounding areas,-4.33393116674,55.73884200420,"1232",confirmed,,2007/08/02,,IBA directory description,Digitised from Google Earth imagery. Interpretation from IBA directory - Need to consult to check accuracy of interpretation,3. draft polygon,0.11876194344,0.00100329881,Global,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,12315305.712
"45504",Seychelles,SYC,Iles Boudeuse et Etoile,Iles Boudeuse et Etoile,-6.08908616075,52.83232961100,"2",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.00577415106,0.00000157867,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,19325.296
"45450",Seychelles,SYC,Anse Major / Anse Jasmin (partie marine du MSNP),Anse Major / Anse Jasmin (marine area of MSNP),-4.62480489865,55.38494269400,"6",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.01098962907,0.00000523562,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,64241.335
"45486",Seychelles,SYC,Anse Source d'Argent-Anse Marron,Anse Source d'Argent-Anse Marron,-4.37453108508,55.83463834830,"158",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.07970516723,0.00012848870,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,1577091.992
"45487",Seychelles,SYC,Astove,Astove,-10.08629126680,47.74349509770,"2335",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.17451062603,0.00192606082,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,23351203.977
"6791",Seychelles,SYC,Bancs Africains,African Banks,-4.89653002313,53.38398570610,"822",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12911375644,0.00067014362,Global,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,8219543.252
"6798",Seychelles,SYC,Cosmolédo,Cosmoledo,-9.72155758701,47.58973699000,"15359",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.47120840937,0.01265485424,Global,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,153591276.382
"6797",Seychelles,SYC,Farquhar - Ile du sud et îlots,Farquhar - South Island and islets,-10.18243816290,51.10973089320,"21236",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.53543907199,0.01752122652,Global,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,212362002.497
"45488",Seychelles,SYC,Fond Azore (versants sud) à Anse Bois de Rose,Fond Azore southern slopes to Anse Bois de Rose,-4.34404595756,55.73552301380,"320",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.11226375905,0.00026085579,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,3201914.732
"45451",Seychelles,SYC,Fond Diable et Pointe Joséphine,Fond Diable and Pointe Joséphine,-4.32144056842,55.76866409290,"108",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.05327953403,0.00008792116,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,1079233.220
"45489",Seychelles,SYC,Fond Ferdinand,Fond Ferdinand,-4.34835170139,55.75077514910,"129",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.05483673553,0.00010502569,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,1289146.664
"45452",Seychelles,SYC,Forêt de l'Amitié,L'Amitié Forest,-4.31476897161,55.70542477760,"102",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.04137603471,0.00008343789,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,1024209.864
"45453",Seychelles,SYC,Forêts sèches de Montagne Corail-Collines du Sud,Montagne Corail-Collines du Sud dry forests,-4.79196651014,55.52041704950,"299",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12016935614,0.00024369707,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,2989479.068
"45490",Seychelles,SYC,Grand Anse-Petite Anse-Fond Piment,Grand Anse-Petite Anse-Fond Piment,-4.36599182434,55.84522604120,"159",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.06773925578,0.00012971984,Global/ Regional to be determined,"31","23",Seychellois Exclusive Economic Zone,Seychelles,Seychelles,,"31","31",SYC,8337.000000000000000,,1337930914000.000000000000000,52.481504996509997,52.481504996509997,1592220.933
