SitRecID,Country,ISO3,NatName,IntName,SitLat,SitLong,SitArea,IbaStatus,AzeStatus,AddedDate,ChangeDate,Source,DelTxt,DelGeom,Shape_Leng,Shape_Area,KBA_Qual,CTRY,area_m2_int
"30509",Kenya,KEN,Kisite island - Marine,Kisite island - Marine,-4.72330453294,39.37294124640,"34139",confirmed,,2012/10/08,,Generated by the Marine team at BirdLife International from seabird tracking data and other published material,Generated by the Marine team at BirdLife International for the Marine eAtlas in October 2012,3. draft polygon,0.78228562244,0.02782669231,Global,Tanzania,12084817.959
"30509",Kenya,KEN,Kisite island - Marine,Kisite island - Marine,-4.72330453294,39.37294124640,"34139",confirmed,,2012/10/08,,Generated by the Marine team at BirdLife International from seabird tracking data and other published material,Generated by the Marine team at BirdLife International for the Marine eAtlas in October 2012,3. draft polygon,0.78228562244,0.02782669231,Global,Kenya,319208450.704
"31455",Tanzania,TZA,Makongwe Island,Makongwe Island,-5.38039159768,39.62386383710,"309",,,2013/03/18,,Created as part of the original CEPF Hotspot Profile work for the East African Coastal Forests,Added to the database from boundaries on file in March 2013 as part of the IBAT funded KBA project,3. draft polygon,0.07279314642,0.00025187362,Global/ Regional to be determined,Zanzibar,665842.049
"6533",Madagascar,MDG,Zone humide de la Baie d'Ampasindava,Ampasindava Bay wetlands,-13.77201952660,48.04414433230,"162415",confirmed,,2008/06/05,,"Data extracted from BirdLife International SitMapGlobal, 05/06/2008",,3. draft polygon,1.69694625349,0.13575007749,Global/ Regional to be determined,Madagascar,94078645.671
"22486",Madagascar,MDG,NAP Oronjia,Oronjia NPA,-12.27649899160,49.38178180270,"2504",,,2006/04/10,,Data supplied by Conservation International (MG_KBA_10_april_2006.shp),,3. draft polygon,0.26772932985,0.00208031071,Global/ Regional to be determined,Madagascar,628024.929
"6545",Madagascar,MDG,NAP Baie de Bombetoka - Marovoay,Bombetoka Bay - Marovoay NPA,-16.01431807470,46.45913092090,"157299",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.73495743113,0.13281568223,Global,Madagascar,1162.714
"6545",Madagascar,MDG,NAP Baie de Bombetoka - Marovoay,Bombetoka Bay - Marovoay NPA,-16.01431807470,46.45913092090,"157299",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.73495743113,0.13281568223,Global,Madagascar,1163.191
"45325",Comoros,COM,Récifs coralliens de Grande Comore,Grande Comore coral reefs,-11.55744367130,43.39069472620,"7957",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.27888086509,0.00659434534,Global/ Regional to be determined,Comoros,7194538.519
"45326",Comoros,COM,Récifs coralliens de Mohéli - hors Parc Marin,Mohéli coral reefs - outside of Marine Park,-12.28270290180,43.73281741830,"3269",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.74164860158,0.00271614515,Global/ Regional to be determined,Comoros,8679.483
"45327",Comoros,COM,Zone de Bimbini et Ilot de la Selle,Bimbini area and la Selle Islet,-12.18004821300,44.23814514950,"5696",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.63681041023,0.00473083882,Global/ Regional to be determined,Comoros,35841179.949
"45330",Comoros,COM,Zone de Malé,Malé area,-11.85666755760,43.50082370870,"1764",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.17892290263,0.00146375626,Global/ Regional to be determined,Comoros,892141.084
"45333",Comoros,COM,Zone de Ndroudé et Ilot aux Tortues,Ndroudé area and Ilot aux Tortues,-11.43589246260,43.41308743850,"2314",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.23553370312,0.00191690075,Global/ Regional to be determined,Comoros,7276804.538
"45334",Comoros,COM,Zone de Pomoni,Pomoni area,-12.26273739340,44.35048570650,"5749",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.34856921223,0.00477666996,Global/ Regional to be determined,Comoros,11778973.731
"45335",Comoros,COM,Zone du Coelacanthe,Coelacanthe area,-11.72791170100,43.24137676080,"68089",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.71432784048,0.05646470661,Global/ Regional to be determined,Comoros,41620631.580
"45343",Madagascar,MDG,AMP Mitsio-Tsarabanjina,Mitsio-Tsarabanjina MPA,-13.17880832700,48.41330338890,"681037",,,2016/03/17,,,added boundary,3. draft polygon,6.13628706939,0.56785673185,Global/ Regional to be determined,Madagascar,984239769.740
"45343",Madagascar,MDG,AMP Mitsio-Tsarabanjina,Mitsio-Tsarabanjina MPA,-13.17880832700,48.41330338890,"681037",,,2016/03/17,,,added boundary,3. draft polygon,6.13628706939,0.56785673185,Global/ Regional to be determined,Madagascar,1790042.850
"45343",Madagascar,MDG,AMP Mitsio-Tsarabanjina,Mitsio-Tsarabanjina MPA,-13.17880832700,48.41330338890,"681037",,,2016/03/17,,,added boundary,3. draft polygon,6.13628706939,0.56785673185,Global/ Regional to be determined,Madagascar,417929766.029
"45339",Madagascar,MDG,AMP de Nord Salary,North Salary MPA,-22.61399255910,43.25382599390,"108634",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.83602541681,0.09541703370,Global/ Regional to be determined,Madagascar,378745866.490
"45339",Madagascar,MDG,AMP de Nord Salary,North Salary MPA,-22.61399255910,43.25382599390,"108634",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.83602541681,0.09541703370,Global/ Regional to be determined,Madagascar,6360724.275
"45339",Madagascar,MDG,AMP de Nord Salary,North Salary MPA,-22.61399255910,43.25382599390,"108634",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.83602541681,0.09541703370,Global/ Regional to be determined,Madagascar,1075.331
"45340",Madagascar,MDG,AMP de Nosy Ve Androka,Nosy Ve Androka MPA,-25.27340312410,44.25455657210,"62720",,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.40759814307,0.05621061902,Global/ Regional to be determined,Madagascar,626751891.424
"45341",Madagascar,MDG,AMP de Velondriake,Velondriake MPA,-22.02503103900,43.17834628940,"94573",,,2016/03/17,,"BLUE VENTURES, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.27862740142,0.08272456533,Global/ Regional to be determined,Madagascar,598785669.910
"45342",Madagascar,MDG,AMP Iranja - Ankazoberavina - Baie des Russes,Iranja - Ankazoberavina - Russian Bay MPA,-14.03058105320,47.79462343100,"189916",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.26419665262,0.15891027025,Global/ Regional to be determined,Madagascar,127540724.023
"45342",Madagascar,MDG,AMP Iranja - Ankazoberavina - Baie des Russes,Iranja - Ankazoberavina - Russian Bay MPA,-14.03058105320,47.79462343100,"189916",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.26419665262,0.15891027025,Global/ Regional to be determined,Madagascar,281475753.647
"22443",Madagascar,MDG,Complexe de la Baie de Rigny,Rigny Bay Complex,-12.45008983910,49.52332061430,"9407",,,2016/03/17,2016/03/17,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.57262910432,0.00782116795,Global/ Regional to be determined,Madagascar,10749354.590
"22443",Madagascar,MDG,Complexe de la Baie de Rigny,Rigny Bay Complex,-12.45008983910,49.52332061430,"9407",,,2016/03/17,2016/03/17,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.57262910432,0.00782116795,Global/ Regional to be determined,Madagascar,1196.974
"22443",Madagascar,MDG,Complexe de la Baie de Rigny,Rigny Bay Complex,-12.45008983910,49.52332061430,"9407",,,2016/03/17,2016/03/17,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.57262910432,0.00782116795,Global/ Regional to be determined,Madagascar,1197.594
"45352",Madagascar,MDG,Complexe des Trois Baies,Three Bays Complex,-12.25327228850,49.39560798570,"1178",,,2016/03/17,,Conservation International - Madagascar,Digitized from coastline and existing PA,3. draft polygon,0.20912442364,0.00097881886,Global/ Regional to be determined,Madagascar,1120037.980
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,283342135.783
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1050.512
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1051.835
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1052.210
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1048.310
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1047.869
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1048.292
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1031.331
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1037.721
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1032.228
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1032.730
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1034.334
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,1036.131
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1148.061
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1148.563
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1148.961
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1148.538
