SitRecID,Country,ISO3,NatName,IntName,SitLat,SitLong,SitArea,IbaStatus,AzeStatus,AddedDate,ChangeDate,Source,DelTxt,DelGeom,Shape_Leng,Shape_Area,KBA_Qual,Sovereign,area_int_EEZ_KBA
"6875",Somalia,SOM,Ceel Munye - Ceel Torre,Ceel Munye - Ceel Torre,1.43312567267,44.37311598360,"15265",confirmed,,2009/10/09,,Based on description in IBA Directory,Digitized using Google Earth - location estimated from description apparent habitat type and topography  - low condifence in accuracy.,3. draft polygon,0.70007181254,0.01240512570,Regional,Somalia,19024264.115
"6880",Somalia,SOM,Laag Badaana,Laag Badaana,-1.34800033609,41.57936161550,"154740",confirmed,,2005/05/12,,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,1.82232060711,0.12574652978,Global/ Regional to be determined,Somalia,9981512.185
"6880",Somalia,SOM,Laag Badaana,Laag Badaana,-1.34800033609,41.57936161550,"154740",confirmed,,2005/05/12,,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,1.82232060711,0.12574652978,Global/ Regional to be determined,Disputed,33241.447
"6975",Tanzania,TZA,Mafia Island,Mafia Island,-7.98436301217,39.70165153940,"29682",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,1.20599146525,0.02434389583,Global,Tanzania,266661697.287
"6984",Tanzania,TZA,Dar es Salaam coast,Dar es Salaam coast,-6.74966847773,39.32507594870,"39923",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.84234161377,0.03265441434,Global,Tanzania,355068224.304
"6990",Tanzania,TZA,Latham Island,Latham Island,-6.90519308168,39.92797461240,"4",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.00689836400,0.00000313842,Global,Tanzania,21.552
"6991",Tanzania,TZA,Mnazi Bay,Mnazi Bay,-10.36139337160,40.34871190030,"55385",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,1.10225377523,0.04572173540,Global,Tanzania,268029649.331
"6995",Tanzania,TZA,Rufiji Delta,Rufiji Delta,-7.99173317700,39.33264961970,"125860",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,1.51647487003,0.10322610245,Global,Tanzania,242158433.174
"6999",Tanzania,TZA,Tanga South,Tanga South,-5.25011532001,39.08333013780,"2269",confirmed,,2008/06/09,2008/06/09,"BirdLife International, SitMapGlobal: 18/02/08",,3. draft polygon,0.22624730221,0.00185131342,Global,Tanzania,19434996.509
"7007",Tanzania,TZA,Zanzibar Island-South Coast,Zanzibar Island-South Coast,-6.28306674768,39.30133905010,"8071",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.33213531653,0.00659587815,Global,Tanzania,43929958.774
"7009",Tanzania,TZA,Bagamoyo District Coastal Forests,Bagamoyo District Coastal Forests,-5.96889922313,38.73977419560,"114148",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,2.40308579451,0.09322746210,Global/ Regional to be determined,Tanzania,88894720.103
"22348",Kenya,KEN,Dodori National Reserve,Dodori National Reserve,-1.81154209832,41.17728654690,"84399",,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918",,3. draft polygon,1.45153522641,0.06860000189,Global/ Regional to be determined,Kenya,7718024.539
"22360",Kenya,KEN,Kaya Kinondo,Kaya Kinondo,-4.39244673476,39.54630076140,"53",,,2008/06/09,2008/06/09,"UNEP-WCMC, IUCN, (2007) World Database on Protected Areas.",,3. draft polygon,0.04139603108,0.00004338705,Global/ Regional to be determined,Kenya,71430.239
"22370",Kenya,KEN,Kaya Tiwi,Kaya Tiwi,-4.25400189135,39.59693334140,"52",,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918",,3. draft polygon,0.02485740299,0.00004248782,Global/ Regional to be determined,Kenya,77533.605
"22380",Kenya,KEN,Shimoni Forests,Shimoni Forests,-4.62948633609,39.37695427230,"1445",,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918",,3. draft polygon,0.36651519450,0.00117762219,Global/ Regional to be determined,Kenya,97318.212
"22393",Tanzania,TZA,Lindi Creek,Lindi Creek,-10.06099960300,39.68133301480,"6160",,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.69323500769,0.00508055201,Global/ Regional to be determined,Tanzania,4089325.887
"30509",Kenya,KEN,Kisite island - Marine,Kisite island - Marine,-4.72330453294,39.37294124640,"34139",confirmed,,2012/10/08,,Generated by the Marine team at BirdLife International from seabird tracking data and other published material,Generated by the Marine team at BirdLife International for the Marine eAtlas in October 2012,3. draft polygon,0.78228562244,0.02782669231,Global,Kenya,331338377.591
"30509",Kenya,KEN,Kisite island - Marine,Kisite island - Marine,-4.72330453294,39.37294124640,"34139",confirmed,,2012/10/08,,Generated by the Marine team at BirdLife International from seabird tracking data and other published material,Generated by the Marine team at BirdLife International for the Marine eAtlas in October 2012,3. draft polygon,0.78228562244,0.02782669231,Global,Tanzania,2278181.442
"31455",Tanzania,TZA,Makongwe Island,Makongwe Island,-5.38039159768,39.62386383710,"309",,,2013/03/18,,Created as part of the original CEPF Hotspot Profile work for the East African Coastal Forests,Added to the database from boundaries on file in March 2013 as part of the IBAT funded KBA project,3. draft polygon,0.07279314642,0.00025187362,Global/ Regional to be determined,Tanzania,34321.370
"20921",Kenya,KEN,Boni and Dodori National Reserves,Boni and Dodori National Reserves,-1.65660353643,41.26576476900,"213630",confirmed,,2008/06/09,2008/06/09,"UNEP-WCMC, IUCN, (2007) World Database on Protected Areas.",,3. draft polygon,2.79720129839,0.17362600574,Global/ Regional to be determined,Kenya,7718024.539
"6533",Madagascar,MDG,Zone humide de la Baie d'Ampasindava,Ampasindava Bay wetlands,-13.77201952660,48.04414433230,"162415",confirmed,,2008/06/05,,"Data extracted from BirdLife International SitMapGlobal, 05/06/2008",,3. draft polygon,1.69694625349,0.13575007749,Global/ Regional to be determined,Madagascar,133522017.701
"6649",Mauritius,MUS,Macchabé - Brise Fer forest,Macchabé - Brise Fer forest,-20.36598514990,57.44126790050,"3466",confirmed,de-listed,2007/08/02,,IBA Directory,Scanned Mauritius map,3. draft polygon,0.32165407866,0.00299874156,Global,Mauritius,34660505.927
"6651",Mauritius,MUS,East coast mountains,East coast mountains,-20.31077295710,57.70092968200,"9493",confirmed,,2007/08/02,,IBA Directory,Scanned Mauritius map,3. draft polygon,0.57143790976,0.00820997259,Global,Mauritius,94926836.491
"6654",Mauritius,MUS,Moka mountains,Moka mountains,-20.17990056330,57.54904854560,"7959",confirmed,,2007/08/02,,IBA Directory,Scanned Mauritius map,3. draft polygon,0.55423332814,0.00687778665,Global,Mauritius,79589045.953
"6761",Réunion (to France),REU,Piton des Neiges - Gros Morne,Piton des Neiges - Gros Morne,-21.08154753700,55.48677129700,"1832",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.17247025243,0.00159214119,Global,France,18317807.040
"6762",Réunion (to France),REU,Grand Bénard - Tapcal,Grand Bénard - Tapcal,-21.11477474470,55.43670446110,"1620",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.20495859327,0.00140866171,Global,France,16203308.332
"6764",Réunion (to France),REU,Mouth of the Cirque de Salazie,Mouth of the Cirque de Salazie,-20.98436586580,55.59830556450,"2232",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.21616980910,0.00193842929,Global,France,22316109.862
"6765",Réunion (to France),REU,Rivière des Marsouins - Grand Etang,Rivière des Marsouins - Grand Etang,-21.08220086490,55.62979819220,"3170",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.26337021715,0.00275531758,Global,France,31700177.053
"6767",Réunion (to France),REU,Rivière des Remparts - Rivière Langevin,Rivière des Remparts - Rivière Langevin,-21.26771612850,55.67277167470,"8764",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.39317508073,0.00762715244,Global,France,87643627.597
"6768",Réunion (to France),REU,Ravine de la Grande Chaloupe,Ravine de la Grande Chaloupe,-20.88665351280,55.39165249500,"321",confirmed,,2007/08/02,,IBA Directory,Scanned La reunion map,3. draft polygon,0.08983122162,0.00027865813,Global,France,3210088.319
"6782",Seychelles,SYC,Praslin National Park and surrounding areas,Praslin National Park and surrounding areas,-4.33393116674,55.73884200420,"1232",confirmed,,2007/08/02,,IBA directory description,Digitised from Google Earth imagery. Interpretation from IBA directory - Need to consult to check accuracy of interpretation,3. draft polygon,0.11876194344,0.00100329881,Global,Seychelles,12315305.712
"7072",Mayotte (to France),MYT,Mlima Combani and Mlima Mtsapéré,Mlima Combani and Mlima Mtsapéré,-12.78610110660,45.16652559060,"2986",confirmed,,2007/08/02,,IBA Directory,Scanned Mayotte map,3. draft polygon,0.25917904864,0.00248594863,Global,France,29860518.184
"22486",Madagascar,MDG,NAP Oronjia,Oronjia NPA,-12.27649899160,49.38178180270,"2504",,,2006/04/10,,Data supplied by Conservation International (MG_KBA_10_april_2006.shp),,3. draft polygon,0.26772932985,0.00208031071,Global/ Regional to be determined,Madagascar,257534.339
"45504",Seychelles,SYC,Iles Boudeuse et Etoile,Iles Boudeuse et Etoile,-6.08908616075,52.83232961100,"2",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.00577415106,0.00000157867,Global/ Regional to be determined,Seychelles,19325.296
"45360",Madagascar,MDG,Lac Andranomalaza,Lake Andranomalaza,-14.17825335290,48.03941490310,"418",,,2016/03/17,,"FTM, 2005",boundary of rivers,3. draft polygon,0.17491906481,0.00034993237,Global/ Regional to be determined,Madagascar,1646592.039
"6545",Madagascar,MDG,NAP Baie de Bombetoka - Marovoay,Bombetoka Bay - Marovoay NPA,-16.01431807470,46.45913092090,"157299",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.73495743113,0.13281568223,Global,Madagascar,270597535.868
"45320",Comoros,COM,Forêt de Moya,Moya Forest,-12.26223724980,44.45907826540,"3486",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","Sketch from Biotope digitized by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.29860146152,0.00289642092,Global/ Regional to be determined,Comoro Islands,34859924.130
"45322",Comoros,COM,Lac Hantsongoma,Hantsongoma Lake,-11.65471624670,43.32688062050,"1122",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12223676077,0.00093038131,Global/ Regional to be determined,Comoro Islands,11222150.143
"6452",Comoros,COM,Massif de la Grille,La Grille Mountains,-11.47463802990,43.33746903680,"8725",confirmed,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","Natural limit included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.34138557789,0.00722890526,Global,Comoro Islands,87248845.770
"45323",Comoros,COM,Mont Ntringui (Hauts de Ndzuani),Mont Ntringui (Ndzuani highlands),-12.21578253950,44.41297809760,"2650",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","Natural feature included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.27329894965,0.00220131724,Global/ Regional to be determined,Comoro Islands,26498533.228
"45324",Comoros,COM,Récifs coralliens d'Anjouan,Anjouan coral reefs,-12.16835164670,44.46616893950,"2088",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.37338764883,0.00173387969,Global/ Regional to be determined,Comoro Islands,20875301.901
"45325",Comoros,COM,Récifs coralliens de Grande Comore,Grande Comore coral reefs,-11.55744367130,43.39069472620,"7957",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.27888086509,0.00659434534,Global/ Regional to be determined,Comoro Islands,79566959.030
"45326",Comoros,COM,Récifs coralliens de Mohéli - hors Parc Marin,Mohéli coral reefs - outside of Marine Park,-12.28270290180,43.73281741830,"3269",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.74164860158,0.00271614515,Global/ Regional to be determined,Comoro Islands,32687733.664
"45327",Comoros,COM,Zone de Bimbini et Ilot de la Selle,Bimbini area and la Selle Islet,-12.18004821300,44.23814514950,"5696",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.63681041023,0.00473083882,Global/ Regional to be determined,Comoro Islands,56955330.641
"45328",Comoros,COM,Zone de Chiroroni,Chiroroni area,-12.38433412630,44.50982126750,"1141",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.16599013237,0.00094868224,Global/ Regional to be determined,Comoro Islands,11412703.358
"45329",Comoros,COM,Zone de Domoni,Domoni area,-12.19260928060,44.52707142890,"4113",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.45354182544,0.00341690080,Global/ Regional to be determined,Comoro Islands,41134711.647
"45330",Comoros,COM,Zone de Malé,Malé area,-11.85666755760,43.50082370870,"1764",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.17892290263,0.00146375626,Global/ Regional to be determined,Comoro Islands,17643042.431
"45331",Comoros,COM,Zone de Moya,Moya area,-12.30965300670,44.42927894620,"1274",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.15367238177,0.00105838402,Global/ Regional to be determined,Comoro Islands,12735962.727
"45332",Comoros,COM,Zone de Mutsamudu,Mutsamudu area,-12.16754883560,44.36558188600,"2257",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.27624143606,0.00187464466,Global/ Regional to be determined,Comoro Islands,22570185.147
"45333",Comoros,COM,Zone de Ndroudé et Ilot aux Tortues,Ndroudé area and Ilot aux Tortues,-11.43589246260,43.41308743850,"2314",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.23553370312,0.00191690075,Global/ Regional to be determined,Comoro Islands,23139011.924
"45334",Comoros,COM,Zone de Pomoni,Pomoni area,-12.26273739340,44.35048570650,"5749",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.34856921223,0.00477666996,Global/ Regional to be determined,Comoro Islands,57489586.229
"45335",Comoros,COM,Zone du Coelacanthe,Coelacanthe area,-11.72791170100,43.24137676080,"68089",,,2016/03/17,,"Guy Rafamantanantsoa, Biotope","100m bathymetry sketch from biotope included by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.71432784048,0.05646470661,Global/ Regional to be determined,Comoro Islands,680892377.963
"22427",Madagascar,MDG,Ambondrobe (Vohemar),Ambondrobe (Vohemar),-13.69648132510,50.08153855400,"5314",,,2016/03/17,,"Kew vegetation, 2007",boundary of forest,3. draft polygon,0.58411111064,0.00444040451,Global/ Regional to be determined,Madagascar,1569715.588
"45343",Madagascar,MDG,AMP Mitsio-Tsarabanjina,Mitsio-Tsarabanjina MPA,-13.17880832700,48.41330338890,"681037",,,2016/03/17,,,added boundary,3. draft polygon,6.13628706939,0.56785673185,Global/ Regional to be determined,Madagascar,6770369800.060
"45344",Madagascar,MDG,Ampombofofo,Ampombofofo,-12.10154690870,49.32999363770,"2993",,,2016/03/17,,CI-Madagascar,boundary of forest,3. draft polygon,0.29435339369,0.00248518110,Global/ Regional to be determined,Madagascar,1175863.011
"45339",Madagascar,MDG,AMP de Nord Salary,North Salary MPA,-22.61399255910,43.25382599390,"108634",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.83602541681,0.09541703370,Global/ Regional to be determined,Madagascar,1058006837.061
"45340",Madagascar,MDG,AMP de Nosy Ve Androka,Nosy Ve Androka MPA,-25.27340312410,44.25455657210,"62720",,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.40759814307,0.05621061902,Global/ Regional to be determined,Madagascar,621008560.787
"23320",Madagascar,MDG,AMP de Tsinjoriake-Andatabo,Tsinjoriake-Andatabo MPA,-23.46554929730,43.77881350860,"5401",,,2016/03/17,,"ASE/TAMIA, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.46297374196,0.00477318545,Global/ Regional to be determined,Madagascar,1338016.145
"45341",Madagascar,MDG,AMP de Velondriake,Velondriake MPA,-22.02503103900,43.17834628940,"94573",,,2016/03/17,,"BLUE VENTURES, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.27862740142,0.08272456533,Global/ Regional to be determined,Madagascar,877207528.537
"6557",Madagascar,MDG,AMP des Iles Barren,Barren Islands MPA,-18.42798733110,43.84683467040,"74927",confirmed,,2016/03/17,,"BLUE VENTURES, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.06701127785,0.06407556257,Global/ Regional to be determined,Madagascar,746232047.603
"45342",Madagascar,MDG,AMP Iranja - Ankazoberavina - Baie des Russes,Iranja - Ankazoberavina - Russian Bay MPA,-14.03058105320,47.79462343100,"189916",,,2016/03/17,,"WCS, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,3.26419665262,0.15891027025,Global/ Regional to be determined,Madagascar,1501042122.754
"23310",Madagascar,MDG,Baie de Diego,Baie de Diego,-12.23075917560,49.29540558180,"13821",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.83996644551,0.01148210914,Global/ Regional to be determined,Madagascar,133845656.412
"22443",Madagascar,MDG,Complexe de la Baie de Rigny,Rigny Bay Complex,-12.45008983910,49.52332061430,"9407",,,2016/03/17,2016/03/17,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.57262910432,0.00782116795,Global/ Regional to be determined,Madagascar,3571832.866
"45352",Madagascar,MDG,Complexe des Trois Baies,Three Bays Complex,-12.25327228850,49.39560798570,"1178",,,2016/03/17,,Conservation International - Madagascar,Digitized from coastline and existing PA,3. draft polygon,0.20912442364,0.00097881886,Global/ Regional to be determined,Madagascar,10946338.180
"45353",Madagascar,MDG,Côte d'Antalaha à Mahavelona,Coastal area between Antalaha-Mahavelona,-15.40830666080,50.50304433420,"82602",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.60614674478,0.06954340053,Global/ Regional to be determined,Madagascar,754418602.376
"45354",Madagascar,MDG,Côte de Lokaro à Lavanono,Coastal area between Lokaro and Lavanono,-24.88235902660,47.16757090180,"27968",,,2016/03/17,,,added boundary,3. draft polygon,1.05943941014,0.02498668837,Global/ Regional to be determined,Madagascar,276471233.654
"45355",Madagascar,MDG,Côte de Mananjary,Mananjary coast,-21.31776411880,48.41246777480,"86289",,,2016/03/17,,,added boundary,3. draft polygon,1.35772043261,0.07511804941,Global/ Regional to be determined,Madagascar,771958522.901
"45358",Madagascar,MDG,Grand récif de Toliary,Toliary Great Reef,-24.32393583910,43.73854737870,"306769",,,2016/03/17,,UNKNOWN,existing protected area boundary,3. draft polygon,4.15802049455,0.27288780467,Global/ Regional to be determined,Madagascar,2557824164.868
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,27040741.758
"6544",Madagascar,MDG,Complexe de la Baie de Mahajamba - Anjavavy,Mahajamba Bay - Anjavavy Complex,-15.42809678350,47.06738026480,"186637",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.36018082305,0.15714531397,Global/ Regional to be determined,Madagascar,522568665.315
"45349",Madagascar,MDG,Belalanda,Belalanda,-23.30187551560,43.66656031780,"162",,,2016/03/17,,"WWF, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.07067306684,0.00014319302,Global/ Regional to be determined,Madagascar,21610.171
"6549",Madagascar,MDG,Forêt et zones humides de Cap Saint André,Cap Saint André forest and wetlands,-16.29614282700,44.62482992610,"110261",confirmed,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.43914431299,0.09322857033,Global/ Regional to be determined,Madagascar,45408882.042
"45359",Madagascar,MDG,Itampolo Ouest - Mahafaly,West Itampolo - Mahafaly,-24.25601294030,43.69507084480,"11118",,,2016/03/17,,"MBP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.81441368563,0.00988471371,Global/ Regional to be determined,Madagascar,87942126.696
"22469",Madagascar,MDG,Mahatsara (Mahambo Foulpointe),Mahatsara (Mahambo Foulpointe),-17.61315012400,49.48279683950,"293",,,2016/03/17,,"Kew vegetation, 2007",boundary of forest,3. draft polygon,0.15843478215,0.00024973437,Global/ Regional to be determined,Madagascar,897072.404
"23322",Madagascar,MDG,Réserve Naturelle Intégrale de Lokobe,Lokobe Strict Nature Reserve,-13.39929604880,48.32022060040,"1584",,confirmed,2016/03/17,,,,3. draft polygon,0.13410291273,0.00132203154,Global,Madagascar,137993.939
"22468",Madagascar,MDG,Rivière de Mahanara,Mahanara River,-13.98158812830,50.08460941700,"1940",,,2016/03/17,,"FTM, 2005",boundary of rivers,3. draft polygon,0.36245800321,0.00162255220,Global/ Regional to be determined,Madagascar,342380.413
"6595",Madagascar,MDG,Nosy Manitse Future SAPM Marine et zones humides ajacentes,Nosy Manitse Future SAPM Marine and surrounding wetlands,-25.14043815630,44.29485230420,"23328",confirmed,,2016/03/17,,,added boundary,3. draft polygon,1.19094833173,0.02088433124,Global,Madagascar,46460659.764
"6530",Madagascar,MDG,Zone humide d'Ambavanankarana,Ambavanankarana wetland,-13.20838279240,48.81771870410,"51441",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.91142114989,0.04289738584,Global,Madagascar,174931479.378
