"","species.id","pu","amount","species"
"1821",2,"10108",0.0624999999389648,"Shelf"
"21821",4,"10108",0.0624999999389648,"Shelf"
"40273",5,"1011",0.0625000000610352,"Slope"
"40274",5,"10110",0.0625,"Slope"
"40275",5,"10111",0.0625,"Slope"
"40276",5,"10112",0.0624999999389648,"Slope"
"1822",2,"10114",0.0624999999389648,"Shelf"
"21822",4,"10114",0.0624999999389648,"Shelf"
"40277",5,"10115",0.0625,"Slope"
"40278",5,"10116",0.0624999999389648,"Slope"
"40279",5,"10117",0.0625,"Slope"
"1823",2,"1012",0.0625,"Shelf"
"21823",4,"1012",0.0625,"Shelf"
"1824",2,"10120",0.0625000000610352,"Shelf"
"21824",4,"10120",0.0625000000610352,"Shelf"
"1825",2,"10122",0.0624999999389648,"Shelf"
"21825",4,"10122",0.0624999999389648,"Shelf"
"1826",2,"10123",0.0625,"Shelf"
"21826",4,"10123",0.0625,"Shelf"
"40280",5,"10124",0.0625,"Slope"
"40281",5,"10125",0.0625000000610352,"Slope"
"1827",2,"10129",0.0625,"Shelf"
"21827",4,"10129",0.0625,"Shelf"
"1828",2,"1013",0.0625,"Shelf"
"21828",4,"1013",0.0625,"Shelf"
"40282",5,"10130",0.0625,"Slope"
"40283",5,"10131",0.0624999999389648,"Slope"
"1829",2,"10132",0.0625000000610352,"Shelf"
"21829",4,"10132",0.0625000000610352,"Shelf"
"1830",2,"10133",0.0624999999389648,"Shelf"
"21830",4,"10133",0.0624999999389648,"Shelf"
"40284",5,"10134",0.0625,"Slope"
"40285",5,"10135",0.0625,"Slope"
"1831",2,"10136",0.0625,"Shelf"
"21831",4,"10136",0.0625,"Shelf"
"40286",5,"10137",0.0625000000610352,"Slope"
"40287",5,"10138",0.0625,"Slope"
"40288",5,"10139",0.0625,"Slope"
"40289",5,"1014",0.0624999999389648,"Slope"
"1832",2,"10140",0.0625,"Shelf"
"21832",4,"10140",0.0625,"Shelf"
"1833",2,"10141",0.0624999999389648,"Shelf"
"21833",4,"10141",0.0624999999389648,"Shelf"
"40290",5,"10142",0.0624999999389648,"Slope"
"40291",5,"10143",0.0625,"Slope"
"40292",5,"10144",0.0625000000610352,"Slope"
"40293",5,"10145",0.0624999999389648,"Slope"
"40294",5,"10147",0.0625,"Slope"
"40295",5,"10148",0.0625,"Slope"
"1834",2,"10149",0.0624999999389648,"Shelf"
"21834",4,"10149",0.0624999999389648,"Shelf"
"40296",5,"1015",0.0526906012573242,"Slope"
"40297",5,"10151",0.0625000000610352,"Slope"
"40298",5,"10152",0.0625,"Slope"
"40299",5,"10154",0.0625,"Slope"
"1835",2,"10156",0.0624999999389648,"Shelf"
"21835",4,"10156",0.0624999999389648,"Shelf"
"40300",5,"10157",0.0625000000610352,"Slope"
"40301",5,"10158",0.0625,"Slope"
"40302",5,"10160",0.0625,"Slope"
"40303",5,"10161",0.0624999999389648,"Slope"
"1836",2,"10162",0.0624999999389648,"Shelf"
"21836",4,"10162",0.0624999999389648,"Shelf"
"40304",5,"10163",0.0625000000610352,"Slope"
"40305",5,"10164",0.0625000000610352,"Slope"
"1837",2,"10167",0.0625000000610352,"Shelf"
"20205",3,"10167",0.0625000000610352,"Shelf Valley"
"21837",4,"10167",0.0625000000610352,"Shelf"
"40306",5,"10168",0.0624999998779297,"Slope"
"1838",2,"10169",0.0625000000610352,"Shelf"
"21838",4,"10169",0.0625000000610352,"Shelf"
"40307",5,"1017",0.0625,"Slope"
"40308",5,"10170",0.0625,"Slope"
"40309",5,"10171",0.0625,"Slope"
"40310",5,"10172",0.0624999999389648,"Slope"
"40311",5,"10173",0.0625,"Slope"
"40312",5,"10174",0.0625000000610352,"Slope"
"40313",5,"10175",0.0625000000610352,"Slope"
"1839",2,"10176",0.0623967953491211,"Shelf"
"21839",4,"10176",0.0623967953491211,"Shelf"
"40314",5,"10178",0.0625000000610352,"Slope"
"40315",5,"10179",0.0625,"Slope"
"40316",5,"10180",0.0624999999389648,"Slope"
"40317",5,"10181",0.0624999999389648,"Slope"
"1840",2,"10182",0.0542217322998047,"Shelf"
"21840",4,"10182",0.0542217244262695,"Shelf"
"1841",2,"10184",0.0625,"Shelf"
"21841",4,"10184",0.0625,"Shelf"
"1842",2,"10185",0.0625000000610352,"Shelf"
"21842",4,"10185",0.0625000000610352,"Shelf"
"1843",2,"10186",0.0625000000610352,"Shelf"
"21843",4,"10186",0.0625000000610352,"Shelf"
"1844",2,"10187",0.0624999999389648,"Shelf"
"21844",4,"10187",0.0624999999389648,"Shelf"
"1845",2,"10188",0.0625,"Shelf"
"21845",4,"10188",0.0625,"Shelf"
"1846",2,"10189",0.0625,"Shelf"
"21846",4,"10189",0.0625,"Shelf"
"40318",5,"1019",0.0624999999389648,"Slope"
"40319",5,"10190",0.0625000000610352,"Slope"
"40320",5,"10191",0.0624999999389648,"Slope"
"1847",2,"10192",0.0624999999389648,"Shelf"
"21847",4,"10192",0.0624999999389648,"Shelf"
"40321",5,"10193",0.0625,"Slope"
"40322",5,"10194",0.0624999999389648,"Slope"
"40323",5,"10195",0.0625000000610352,"Slope"
"1848",2,"10197",0.0624999999389648,"Shelf"
"21848",4,"10197",0.0624999999389648,"Shelf"
"40324",5,"10198",0.0625,"Slope"
"40325",5,"10199",0.0625,"Slope"
"40326",5,"102",0.0625,"Slope"
"1849",2,"1020",0.0625000001220703,"Shelf"
"21849",4,"1020",0.0625000001220703,"Shelf"
"1850",2,"10201",0.0625000001220703,"Shelf"
"21850",4,"10201",0.0625000001220703,"Shelf"
"1851",2,"10204",0.0624999999389648,"Shelf"
"21851",4,"10204",0.0624999999389648,"Shelf"
"1852",2,"10206",0.0625,"Shelf"
"20206",3,"10206",0.0625,"Shelf Valley"
"21852",4,"10206",0.0625,"Shelf"
"6",1,"10208",0.0625000000610352,"Basin"
"40327",5,"10208",0.0625000000610352,"Slope"
"1853",2,"10210",0.0625,"Shelf"
"21853",4,"10210",0.0625,"Shelf"
"40328",5,"10211",0.0625,"Slope"
"40329",5,"10212",0.0624999999389648,"Slope"
"40330",5,"10214",0.0625000000610352,"Slope"
"40331",5,"10215",0.0625000001220703,"Slope"
"40332",5,"10216",0.0162919583129883,"Slope"
"1854",2,"10217",0.0625,"Shelf"
"21854",4,"10217",0.0625,"Shelf"
"40333",5,"10218",0.0624999999389648,"Slope"
"40334",5,"1022",0.0625,"Slope"
"40335",5,"10220",0.0624999999389648,"Slope"
"1855",2,"10221",0.0625,"Shelf"
"21855",4,"10221",0.0625,"Shelf"
"40336",5,"10222",0.0625,"Slope"
"1856",2,"10223",0.0625,"Shelf"
"21856",4,"10223",0.0625,"Shelf"
"40337",5,"10224",0.0625,"Slope"
"40338",5,"10225",0.0625,"Slope"
"40339",5,"10226",0.0625,"Slope"
"1857",2,"10228",0.0625,"Shelf"
"21857",4,"10228",0.0625,"Shelf"
"40340",5,"10229",0.0625000000610352,"Slope"
"40341",5,"1023",0.0624999998779297,"Slope"
"40342",5,"10230",0.0625000000610352,"Slope"
"1858",2,"10231",0.0326707853393555,"Shelf"
"21858",4,"10231",0.0326707769775391,"Shelf"
"1859",2,"10232",0.0625000000610352,"Shelf"
"21859",4,"10232",0.0625000000610352,"Shelf"
"40343",5,"10233",0.0624999998779297,"Slope"
"40344",5,"10234",0.0624999999389648,"Slope"
"1860",2,"10235",0.0624999999389648,"Shelf"
"21860",4,"10235",0.0624999999389648,"Shelf"
"40345",5,"10236",0.0625000000610352,"Slope"
"7",1,"10237",0.0340822236938477,"Basin"
"40346",5,"10237",0.0625000000610352,"Slope"
"40347",5,"10238",0.0625000000610352,"Slope"
"40348",5,"10239",0.0624999999389648,"Slope"
"40349",5,"10243",0.0625,"Slope"
"40350",5,"10245",0.0624999999389648,"Slope"
"1861",2,"10246",0.0625000000610351,"Shelf"
"21861",4,"10246",0.0625000000610352,"Shelf"
"1862",2,"10248",0.0625,"Shelf"
"21862",4,"10248",0.0625,"Shelf"
"1863",2,"1025",0.0625000000610352,"Shelf"
"20207",3,"1025",0.00183954248046875,"Shelf Valley"
"21863",4,"1025",0.0625000000610352,"Shelf"
"1864",2,"10250",0.0624999999389648,"Shelf"
"21864",4,"10250",0.0624999999389648,"Shelf"
"1865",2,"10251",0.0625,"Shelf"
"21865",4,"10251",0.0625,"Shelf"
"40351",5,"10252",0.0624999999389648,"Slope"
"40352",5,"10254",0.0625,"Slope"
"40353",5,"10255",0.0618758184814453,"Slope"
"40354",5,"10259",0.0624999999389648,"Slope"
"40355",5,"1026",0.0625,"Slope"
"40356",5,"10260",0.0625000000610352,"Slope"
"40357",5,"10261",0.0625,"Slope"
"40358",5,"10262",0.0625,"Slope"
"40359",5,"10263",0.0624999998779297,"Slope"
"1866",2,"10266",0.0625,"Shelf"
"21866",4,"10266",0.0625,"Shelf"
"40360",5,"10267",0.0624999999389648,"Slope"
"1867",2,"10268",0.0625,"Shelf"
"21867",4,"10268",0.0625,"Shelf"
"40361",5,"10269",0.0625,"Slope"
"40362",5,"10273",0.0625,"Slope"
"1868",2,"10274",0.0624999999389648,"Shelf"
"21868",4,"10274",0.0624999999389648,"Shelf"
"40363",5,"10276",0.0624999999389648,"Slope"
"40364",5,"10277",0.0625,"Slope"
"40365",5,"10278",0.0625000000610352,"Slope"
"40366",5,"10279",0.0625,"Slope"
"40367",5,"10280",0.0625,"Slope"
"40368",5,"10281",0.0624999999389648,"Slope"
"40369",5,"10283",0.0625,"Slope"
"1869",2,"10284",0.0625000000610352,"Shelf"
"21869",4,"10284",0.0625000000610352,"Shelf"
"40370",5,"10285",0.0625,"Slope"
"40371",5,"10286",0.0625000000610352,"Slope"
"40372",5,"10288",0.0625,"Slope"
"40373",5,"10289",0.0624999999389648,"Slope"
"40374",5,"1029",0.0625,"Slope"
"40375",5,"10290",0.0624999998779297,"Slope"
"1870",2,"10291",0.0625000000610352,"Shelf"
"21870",4,"10291",0.0625000000610352,"Shelf"
"40376",5,"10292",0.0625,"Slope"
"1871",2,"10294",0.0625000000610352,"Shelf"
"21871",4,"10294",0.0625000000610352,"Shelf"
"40377",5,"10295",0.0625,"Slope"
"40378",5,"10296",0.0625,"Slope"
"1872",2,"10297",0.0625000000610352,"Shelf"
"21872",4,"10297",0.0625000000610352,"Shelf"
"40379",5,"10298",0.0625,"Slope"
"40380",5,"10299",0.0625,"Slope"
"40381",5,"103",0.0625,"Slope"
"40382",5,"1030",0.0625,"Slope"
"1873",2,"10300",0.0625,"Shelf"
"21873",4,"10300",0.0625,"Shelf"
"40383",5,"10301",0.0625000000610352,"Slope"
"40384",5,"10302",0.0625,"Slope"
"40385",5,"10304",0.0625000000610352,"Slope"
"40386",5,"10305",0.0625,"Slope"
"1874",2,"10306",0.0624999999389648,"Shelf"
"21874",4,"10306",0.0624999999389648,"Shelf"
"40387",5,"10307",0.0625,"Slope"
"40388",5,"10308",0.0624999999389648,"Slope"
"40389",5,"10309",0.0625000000610352,"Slope"
"40390",5,"1031",0.0625,"Slope"
"1875",2,"10310",0.0625000000610352,"Shelf"
"21875",4,"10310",0.0625000000610352,"Shelf"
"40391",5,"10311",0.0625000000610352,"Slope"
"40392",5,"10312",0.0625,"Slope"
"1876",2,"10313",0.0625,"Shelf"
"21876",4,"10313",0.0625,"Shelf"
"1877",2,"10314",0.0625,"Shelf"
"21877",4,"10314",0.0625,"Shelf"
"1878",2,"10315",0.0625,"Shelf"
"21878",4,"10315",0.0625,"Shelf"
"1879",2,"10318",0.0624999999389648,"Shelf"
"21879",4,"10318",0.0624999999389648,"Shelf"
"40393",5,"10319",0.0625,"Slope"
"40394",5,"10320",0.0625,"Slope"
"40395",5,"10321",0.0625,"Slope"
"40396",5,"10322",0.0624999999389648,"Slope"
"1880",2,"10323",0.0624999999389648,"Shelf"
"21880",4,"10323",0.0624999999389648,"Shelf"
"40397",5,"10324",0.0625000000610352,"Slope"
"1881",2,"10325",0.0625,"Shelf"
"21881",4,"10325",0.0625,"Shelf"
"1882",2,"10326",0.0625,"Shelf"
"21882",4,"10326",0.0625,"Shelf"
"1883",2,"10327",0.0625000000610352,"Shelf"
"21883",4,"10327",0.0625000000610352,"Shelf"
"40398",5,"10329",0.0625000000610352,"Slope"
"1884",2,"10330",0.0625000000610352,"Shelf"
"21884",4,"10330",0.0625000000610352,"Shelf"
"40399",5,"10331",0.0625000000610352,"Slope"
"40400",5,"10333",0.0625,"Slope"
"40401",5,"10335",0.0625,"Slope"
"1885",2,"10336",0.0625,"Shelf"
"21885",4,"10336",0.0625,"Shelf"
"40402",5,"10337",0.0625,"Slope"
"40403",5,"10338",0.0624999999389648,"Slope"
"1886",2,"10339",0.0625,"Shelf"
"21886",4,"10339",0.0625,"Shelf"
"1887",2,"1034",0.0624999999389648,"Shelf"
"21887",4,"1034",0.0624999999389648,"Shelf"
"1888",2,"10340",0.0625000000610352,"Shelf"
"21888",4,"10340",0.0625000000610352,"Shelf"
"1889",2,"10343",0.0625000000610352,"Shelf"
"21889",4,"10343",0.0625000000610352,"Shelf"
"40404",5,"10344",0.0625,"Slope"
"40405",5,"10346",0.0625,"Slope"
"1890",2,"10347",0.0625,"Shelf"
"21890",4,"10347",0.0625,"Shelf"
"40406",5,"10348",0.0625,"Slope"
"1891",2,"10349",0.0625,"Shelf"
"21891",4,"10349",0.0625,"Shelf"
"1892",2,"1035",0.0625,"Shelf"
"21892",4,"1035",0.0625,"Shelf"
"1893",2,"10350",0.0625000000610352,"Shelf"
"21893",4,"10350",0.0625000000610352,"Shelf"
"40407",5,"10351",0.0625,"Slope"
"40408",5,"10352",0.0625,"Slope"
"40409",5,"10353",0.0625,"Slope"
"40410",5,"10357",0.0625,"Slope"
"40411",5,"10358",0.0625,"Slope"
"40412",5,"10359",0.0625,"Slope"
"40413",5,"1036",0.0625,"Slope"
"40414",5,"10360",0.0625000000610352,"Slope"
"8",1,"10361",0.0624999999389648,"Basin"
"40415",5,"10361",0.0624999999389648,"Slope"
"40416",5,"10362",0.0625,"Slope"
"40417",5,"10363",0.0625000000610352,"Slope"
"40418",5,"10364",0.0625,"Slope"
"40419",5,"10365",0.0624999999389648,"Slope"
"1894",2,"10366",0.0625,"Shelf"
"21894",4,"10366",0.0625,"Shelf"
"40420",5,"10367",0.0625000000610352,"Slope"
"40421",5,"10369",0.0625,"Slope"
"1895",2,"1037",0.0625,"Shelf"
"21895",4,"1037",0.0625,"Shelf"
"1896",2,"10371",0.0625000000610352,"Shelf"
"21896",4,"10371",0.0625000000610352,"Shelf"
"40422",5,"10372",0.0625,"Slope"
"40423",5,"10373",0.0624999999389648,"Slope"
"40424",5,"10376",0.0624999999389648,"Slope"
"40425",5,"10377",0.0625000000610352,"Slope"
"1897",2,"10378",0.0625,"Shelf"
"21897",4,"10378",0.0625,"Shelf"
"40426",5,"10379",0.0624999999389648,"Slope"
"40427",5,"1038",0.0625000000610352,"Slope"
"40428",5,"10380",0.0625000000610352,"Slope"
"40429",5,"10381",0.0625,"Slope"
"40430",5,"10383",0.00451416394042969,"Slope"
"40431",5,"10384",0.0625,"Slope"
"40432",5,"10385",0.0625000000610352,"Slope"
"40433",5,"10386",0.0625,"Slope"
"1898",2,"10388",0.0625000000610352,"Shelf"
"21898",4,"10388",0.0625000000610352,"Shelf"
"9",1,"10389",0.00702328594970703,"Basin"
"40434",5,"10389",0.0624999999389648,"Slope"
"1899",2,"1039",0.0625,"Shelf"
"21899",4,"1039",0.0625,"Shelf"
"40435",5,"10390",0.0624999999389648,"Slope"
"1900",2,"10392",0.0625000000610352,"Shelf"
"21900",4,"10392",0.0625000000610352,"Shelf"
"40436",5,"10393",0.0624999998779297,"Slope"
"1901",2,"10397",0.0625,"Shelf"
"20208",3,"10397",0.0625,"Shelf Valley"
"21901",4,"10397",0.0625,"Shelf"
"40437",5,"10399",0.0625000000610352,"Slope"
"1902",2,"104",0.0625,"Shelf"
"21902",4,"104",0.0625,"Shelf"
"40438",5,"10400",0.0624999999389648,"Slope"
"40439",5,"10402",0.0625,"Slope"
"40440",5,"10404",0.0625,"Slope"
"1903",2,"10405",0.0625,"Shelf"
"21903",4,"10405",0.0625,"Shelf"
"40441",5,"10406",0.0140296707763672,"Slope"
"40442",5,"10407",0.0625,"Slope"
"1904",2,"10408",0.0625,"Shelf"
"21904",4,"10408",0.0625,"Shelf"
"40443",5,"10409",0.0625,"Slope"
"40444",5,"1041",0.0624999999389648,"Slope"
"40445",5,"10411",0.0625,"Slope"
"40446",5,"10412",0.0625,"Slope"
"40447",5,"10413",0.0625,"Slope"
"40448",5,"10414",0.0625000000610352,"Slope"
"1905",2,"10415",0.0624999999389648,"Shelf"
"21905",4,"10415",0.0624999999389648,"Shelf"
"40449",5,"10417",0.0625000000610352,"Slope"
"1906",2,"10418",0.0624999999389648,"Shelf"
"21906",4,"10418",0.0624999999389648,"Shelf"
"40450",5,"10419",0.0624999999389648,"Slope"
"40451",5,"1042",0.0624999999389648,"Slope"
"40452",5,"10420",0.0624999999389648,"Slope"
"1907",2,"10421",0.0625000000610352,"Shelf"
"21907",4,"10421",0.0625000000610352,"Shelf"
"40453",5,"10422",0.0625000000610352,"Slope"
"40454",5,"10424",0.0624999999389648,"Slope"
"40455",5,"10425",0.0624999999389648,"Slope"
"1908",2,"10426",0.0625000000610352,"Shelf"
"21908",4,"10426",0.0625000000610352,"Shelf"
"40456",5,"10427",0.0624999999389648,"Slope"
"40457",5,"10428",0.0625,"Slope"
"40458",5,"1043",0.0625,"Slope"
"40459",5,"10430",0.0625000000610352,"Slope"
"1909",2,"10431",0.0624999999389648,"Shelf"
"21909",4,"10431",0.0624999999389648,"Shelf"
"1910",2,"10433",0.0625000000610352,"Shelf"
"21910",4,"10433",0.0625000000610352,"Shelf"
"1911",2,"10434",0.0624999999389648,"Shelf"
"21911",4,"10434",0.0624999999389648,"Shelf"
"40460",5,"10435",0.0625,"Slope"
"40461",5,"10436",0.0624999999389648,"Slope"
"40462",5,"10437",0.0625,"Slope"
"40463",5,"10439",0.0625,"Slope"
"1912",2,"1044",0.0625000000610352,"Shelf"
"21912",4,"1044",0.0625000000610352,"Shelf"
"40464",5,"10442",0.0625,"Slope"
"40465",5,"10443",0.0625,"Slope"
"40466",5,"10444",0.0625,"Slope"
"40467",5,"10445",0.0625000000610352,"Slope"
"40468",5,"10446",0.0625,"Slope"
"40469",5,"10447",0.0625,"Slope"
"40470",5,"10449",0.0625000000610352,"Slope"
"1913",2,"10451",0.0625,"Shelf"
"21913",4,"10451",0.0625,"Shelf"
"40471",5,"10452",0.0625,"Slope"
"40472",5,"10453",0.0625,"Slope"
"40473",5,"10454",0.0625,"Slope"
"10",1,"10455",0.0624999998779297,"Basin"
"40474",5,"10455",0.0624999998779297,"Slope"
"1914",2,"10456",0.0625000000610352,"Shelf"
"21914",4,"10456",0.0625000000610352,"Shelf"
"40475",5,"10458",0.0625000000610352,"Slope"
"40476",5,"10459",0.0625000000610352,"Slope"
"40477",5,"1046",0.0624999999389648,"Slope"
"40478",5,"10460",0.0625,"Slope"
"40479",5,"10461",0.0625,"Slope"
"40480",5,"10462",0.0624999999389648,"Slope"
"1915",2,"10464",0.0624999999389648,"Shelf"
"21915",4,"10464",0.0624999999389648,"Shelf"
"40481",5,"10465",0.0625,"Slope"
"40482",5,"10466",0.0624999999389648,"Slope"
"40483",5,"10468",0.0624999999389648,"Slope"
"40484",5,"10469",0.0624999998779297,"Slope"
"40485",5,"1047",0.0625,"Slope"
"1916",2,"10470",0.0624999998779297,"Shelf"
"21916",4,"10470",0.0624999998779297,"Shelf"
"1917",2,"10471",0.0625000000610352,"Shelf"
"21917",4,"10471",0.0625000000610352,"Shelf"
"40486",5,"10472",0.0624639446411133,"Slope"
"40487",5,"10473",0.0624999999389648,"Slope"
"40488",5,"10474",0.0625,"Slope"
"40489",5,"10475",0.0625000000610352,"Slope"
"40490",5,"10476",0.0625,"Slope"
"40491",5,"10477",0.0625,"Slope"
"40492",5,"10478",0.0625,"Slope"
"1918",2,"10479",0.0625,"Shelf"
"21918",4,"10479",0.0625,"Shelf"
"1919",2,"1048",0.0625,"Shelf"
"21919",4,"1048",0.0625,"Shelf"
"40493",5,"10480",0.0625,"Slope"
"1920",2,"10481",0.0624999999389649,"Shelf"
"21920",4,"10481",0.0624999999389648,"Shelf"
"1921",2,"10482",0.0624999999389648,"Shelf"
"21921",4,"10482",0.0624999999389648,"Shelf"
"40494",5,"10484",0.0625,"Slope"
"1922",2,"10486",0.0625000000610352,"Shelf"
"21922",4,"10486",0.0625000000610352,"Shelf"
"40495",5,"10487",0.0624999998779297,"Slope"
"40496",5,"10488",0.0625000000610352,"Slope"
"40497",5,"1049",0.0624999999389648,"Slope"
"40498",5,"10490",0.0625,"Slope"
"40499",5,"10492",0.0625000000610352,"Slope"
"40500",5,"10494",0.0624999999389648,"Slope"
"1923",2,"10495",0.0625000000610352,"Shelf"
"21923",4,"10495",0.0625000000610352,"Shelf"
"40501",5,"10497",0.0625,"Slope"
"1924",2,"10498",0.0625,"Shelf"
"21924",4,"10498",0.0625,"Shelf"
"40502",5,"10499",0.0625000000610352,"Slope"
"1925",2,"105",0.0625000000610352,"Shelf"
"21925",4,"105",0.0625000000610352,"Shelf"
"40503",5,"1050",0.0625,"Slope"
"40504",5,"10502",0.0624999999389648,"Slope"
"40505",5,"10504",0.0624999999389648,"Slope"
"40506",5,"10506",0.0625,"Slope"
"40507",5,"10507",0.0625,"Slope"
"1926",2,"10508",0.0622257971801758,"Shelf"
"21926",4,"10508",0.0622257987670898,"Shelf"
"40508",5,"10509",0.0624999999389648,"Slope"
"40509",5,"10510",0.0625,"Slope"
"40510",5,"10511",0.0625,"Slope"
